Well ID,S.No,STATE,DISTRICT,BLOCK,LOCATION,LATITUDE,LONGITUDE,Year,pH,EC,CO3,HCO3,Cl,SO4,NO3,PO4,TH,Ca,Mg,Na,K,F,SiO2,TDS,U(ppb)
W204810079254301,2378.0,Maharashtra,Nagpur,NAGPUR,Nawegaon (Deshmukh),"20°48'10"" N","79°25'43"" E",2021.0,7.1,703.0,0,330.0,18.0,26.5,31.5,,260.0,64.0,24.0,29.0,8.0,0.51,,369.0,0.12
W212510079021801,2379.0,Maharashtra,Nagpur,BHIWAPUR,Kothulna,"21°25'10"" N","79°2'18"" E",2021.0,6.9,2598.0,0,708.0,404.0,21,13,,1000.0,184.0,131.0,78.0,13.0,0.41,,1380.0,0.05
W205600078510001,2380.0,Maharashtra,Nagpur,SAVNER,Kanholi bara,"20°56'0""N","78°51'0""E",2021.0,7.5,509.0,0,195.0,28.0,31,24,,210.0,76.0,5.0,15.0,1.0,0.11,,272.0,0.05
W205200079131001,2381.0,Maharashtra,Nagpur,Hingana,Makardhokda,"20°52'0"" N","79°13'10"" E",2021.0,7.6,536.0,0,183.0,64.0,22,4,,200.0,26.0,33.0,25.0,12.0,0.08,,285.0,0.71
W205940078553001,2382.0,Maharashtra,Nagpur,UMRED,Amgaon,"20°59'40"" N","78°55'30"" E",2021.0,7.5,798.0,0,232.0,85.0,30,10,,260.0,40.0,39.0,37.0,1.0,0.34,,425.0,0.05
W201945080360001,2383.0,Maharashtra,Nagpur,HINGNA,Sawargaon,"21°23'30"" N","78°38'6"" E",2021.0,7.2,962.0,0,342.0,106.0,22,1,,380.0,76.0,46.0,30.0,10.0,0.04,,508.0,0
W210830078454501,2384.0,Maharashtra,Nagpur,NARKHED,Mohpa,"21°8'30""N","78°45'45""E",2021.0,7.5,1164.0,0,488.0,106.0,21,13,,490.0,74.0,74.0,30.0,2.0,0.08,,614.0,0
W211810078545001,2385.0,Maharashtra,Nagpur,Nagpur (Rural),Dhapewada,"21°18'10"" N","78°54'50"" E",2021.0,7.6,1347.0,0,464.0,170.0,28,30,,570.0,132.0,58.0,39.0,1.0,0.02,,710.0,0
W211510079044801,2386.0,Maharashtra,Nagpur,KALAMESHWAR,Koradi,"21°15'10"" N","79°4'48"" E",2021.0,7.5,1091.0,0,397.0,106.0,41,44,,460.0,84.0,61.0,36.0,1.0,0.11,,582.0,0.05
W212323078562601,2387.0,Maharashtra,Nagpur,KAMPTEE,Saoner-1,"21°23'23"" N","78°56'26"" E",2021.0,7.5,1370.0,0,610.0,106.0,24,7,,600.0,88.0,92.0,34.0,1.0,0.03,,718.0,0
W210850079240101,2388.0,Maharashtra,Nagpur,SAVNER,Mouda-1,"21°8'50"" N","79°24'1"" E",2021.0,7.4,1071.0,0,360.0,71.0,38,44,,210.0,48.0,22.0,119.0,12.0,0.01,,571.0,0.06
W211014078364001,2389.0,Maharashtra,Nagpur,Kamptee,Nandora,"21°10'14"" N","78°36'40"" E",2021.0,7.4,444.0,0,250.0,78.0,0,0,,250.0,40.0,36.0,19.0,2.0,0.15,,245.0,0.02
W205452078563801,2390.0,Maharashtra,Nagpur,KATOL,Takalghat,"20°54'52"" N","78°56'38"" E",2021.0,7.5,1956.0,0,769.0,206.0,64,4,,800.0,192.0,78.0,61.0,4.0,0.02,,1054.0,0.03
W212112078592601,2391.0,Maharashtra,Nagpur,HINGNA,Bhasali Takli,"21°21'12"" N","78°59'26"" E",2021.0,7.2,1678.0,0,561.0,170.0,59,47,,700.0,108.0,104.0,40.0,3.0,0.03,,895.0,0.3
W213151079205101,2392.0,Maharashtra,Nagpur,SAVNER,Kharpada,"21°31'51"" N","79°20'51"" E",2021.0,7.1,1487.0,0,403.0,92.0,52,46,,510.0,124.0,49.0,32.0,6.0,0.02,,795.0,0.1
W162200075163001,2393.0,Maharashtra,Nagpur,RAMTEK,Malapur,"21°25'56"" N","78°39'34"" E",2021.0,7.4,814.0,0,305.0,50.0,82,46,,360.0,58.0,52.0,24.0,1.0,0.05,,444.0,0
W210811078540301,2394.0,Maharashtra,Nagpur,NARKHED,Gonkhedi,"21°8'11"" N","78°54'3"" E",2021.0,7.5,854.0,0,305.0,71.0,40,42,,340.0,48.0,53.0,34.0,1.0,0.09,,454.0,0.05
W201735076581801,2395.0,Maharashtra,Nagpur,NAGPUR (RURAL),Ridhora,"21°13'56"" N","78°37'14"" E",2021.0,7.4,634.0,0,464.0,28.0,50,12,,400.0,44.0,70.0,25.0,1.0,0.07,,337.0,0.04
W211231079043801,2396.0,Maharashtra,Nagpur,KATOL,Nagpur_Koradi naka,"21°12'31""N","79°4'38""E",2021.0,7.5,1645.0,0,500.0,177.0,20,17,,630.0,116.0,83.0,22.0,10.0,0.07,,856.0,0.09
W210054079213701,2397.0,Maharashtra,Nagpur,Nagpur (Rural),Kuhi-1,"21°0'54"" N","79°21'37"" E",2021.0,7.6,868.0,0,366.0,71.0,14,8,,320.0,42.0,52.0,35.0,1.0,0.09,,469.0,0.06
W211333079225201,2398.0,Maharashtra,Nagpur,KUHI,Tarsha,"21°13'33"" N","79°22'52"" E",2021.0,7.3,2331.0,0,671.0,298.0,19,14,,810.0,228.0,58.0,16.0,130.0,0.07,,1242.0,0.02
W210406078531501,2399.0,Maharashtra,Nagpur,MOUDA,Mohgaon Zelpi,"21°4'6"" N","78°53'15"" E",2021.0,7.5,897.0,0,415.0,35.0,178,36,,540.0,100.0,70.0,23.0,2.0,0.75,,483.0,0.39
W212007079010001,2400.0,Maharashtra,Nagpur,HINGNA,Patansaongi-2,"21°20'7"" N","79°1'0"" E",2021.0,7.8,1609.0,0,586.0,184.0,35,41,,710.0,164.0,73.0,24.0,10.0,0.08,,840.0,0.02
W212032078432301,2401.0,Maharashtra,Nagpur,SAVNER,Lohgad,"21°20'32"" N","78°43'23"" E",2021.0,7.4,1140.0,0,391.0,142.0,8,14,,450.0,100.0,49.0,26.0,2.0,0.11,,603.0,0.05
W204443079041101,2402.0,Maharashtra,Nagpur,KALAMESHWAR,Singori,"20°44'43"" N","79°4'11"" E",2021.0,7.5,693.0,0,305.0,82.0,42,47,,445.0,88.0,55.0,14.0,1.0,0.17,,371.0,0.03
W210742078430101,2403.0,Maharashtra,Nagpur,UMRED,Ringnabodi-1,"20°44'43"" N","79°4'11"" E",2021.0,7.4,1207.0,0,330.0,177.0,29,27,,470.0,84.0,63.0,32.0,3.0,0.14,,640.0,0.05
W211808078582302,2404.0,Maharashtra,Nagpur,Kalmeshwar,Sillori,"21°18'8""N","78°58'23""E",2021.0,6.7,1834.0,0,769.0,135.0,19,37,,680.0,104.0,102.0,66.0,0.0,0.06,,958.0,0.05
W211308078420802,2405.0,Maharashtra,Nagpur,Kalmeshwar,Wasboli,"21°13'8""N","78°42'8""E",2021.0,7.3,1063.0,0,391.0,142.0,42,41,,470.0,98.0,55.0,32.0,34.0,0.01,,572.0,0.1
W135710076072501,2406.0,Maharashtra,Nagpur,Katol,Ramgiri,"21°18'7""N","78°45'5""E",2021.0,7.1,586.0,0,183.0,43.0,41,44,,210.0,56.0,17.0,28.0,2.0,0.12,,323.0,0.06
W211109078572402,2407.0,Maharashtra,Nagpur,Kalmeshwar,Khairgaon,"21°11'9""N","78°57'24""E",2021.0,7.2,1434.0,0,293.0,255.0,14,9,,560.0,124.0,61.0,29.0,3.0,0.03,,738.0,0.12
W210806079180801,2408.0,Maharashtra,Nagpur,HINGNA,Ghumthala,"21°4'26"" N","78°57'28"" E",2021.0,7.5,859.0,0,317.0,85.0,23,23,,450.0,104.0,46.0,0.0,0.0,0.1,,456.0,0.07
W212415078503901,2409.0,Maharashtra,Nagpur,SAVNER,Pipla Wadi,"21°4'26"" N","78°57'28"" E",2021.0,7.4,616.0,0,244.0,53.0,43,15,,280.0,60.0,32.0,16.0,2.0,0.09,,336.0,0.07
W203700078430001,2410.0,Maharashtra,Nagpur,NAGPUR (RURAL),Sonegaon,"21°4'26"" N","78°57'28"" E",2021.0,7.3,776.0,0,214.0,43.0,63,16,,310.0,48.0,46.0,1.0,0.0,0.08,,405.0,0.17
W182600074260001,2411.0,Maharashtra,Pune,Daund,Patas,"18°26'0""N","74°26'0""E",2021.0,8.07,1551.0,0,336.0,223.0,13,32,,225.0,52.0,23.0888,38.0,1.0,0.51,,1008.0,0.67
W184900074220001,2412.0,Maharashtra,Pune,Shirur,Shirur,"18°49'0""N","74°22'0""E",2021.0,7.78,1675.0,0,397.0,181.0,22,31,,325.0,94.0,21.8736,114.0,17.0,0.34,,1089.0,1.2
W181700074070001,2413.0,Maharashtra,Pune,Purandhar,Sakurde,"18°17'0""N","74°7'0""E",2021.0,7.95,1051.0,0,244.0,85.0,7,32,,235.0,58.0,21.8736,12.0,1.0,0.19,,683.0,0.23
W191615073580001,2414.0,Maharashtra,Pune,Junnar,Otur,"19°16'15""N","73°58'0""E",2021.0,8.01,932.0,0,134.0,89.0,7,31,,160.0,34.0,18.228,47.0,2.0,0.21,,606.0,0.38
W194503084421601,2415.0,Maharashtra,Pune,Ambegaon,Kalamb,"19°3'30""N","73°57'40""E",2021.0,8.07,1619.0,0,574.0,127.0,10,32,,360.0,88.0,34.0256,14.0,2.0,0.54,,1052.0,0.48
W185150073535001,2416.0,Maharashtra,Pune,Khed,Rajgurnagar (Khed),"18°51'50""N","73°53'50""E",2021.0,7.87,332.0,0,134.0,28.0,2,4,,130.0,28.0,14.5824,7.0,1.0,0.21,,216.0,0.11
W190800073590001,2417.0,Maharashtra,Pune,Junnar,Narayangaon,"19°8'0""N","73°59'0""E",2021.0,8,843.0,0,281.0,53.0,7,31,,205.0,54.0,17.0128,30.0,1.0,0.3,,548.0,0.32
W180500074550001,2418.0,Maharashtra,Pune,Indapur,Nimbgaon-Ketke,"18°5'0""N","74°55'0""E",2021.0,7.88,980.0,0,311.0,113.0,6,32,,440.0,102.0,44.9624,152.0,3.0,0.25,,637.0,0.53
W182000073510001,2419.0,Maharashtra,Pune,Haveli,Shivpur Khed,"18°20'0""N","73°51'0""E",2021.0,7.65,688.0,0,220.0,60.0,5,26,,260.0,44.0,36.456,3.0,1.0,0.19,,447.0,0.38
W191000074130001,2420.0,Maharashtra,Pune,Junnar,Ane,"19°10'0""N","74°13'0""E",2021.0,7.68,594.0,0,195.0,28.0,4,8,,160.0,42.0,13.3672,120.0,21.0,0.12,,386.0,0.25
W180640074121001,2421.0,Maharashtra,Pune,Purandhar,Pimpri (Kh) Malvasti,"18°6'40""N","74°12'10""E",2021.0,8.03,1353.0,0,372.0,64.0,34,22,,125.0,32.0,10.9368,17.2,5.0,0.27,,879.0,1.03
W181800073380001,2422.0,Maharashtra,Pune,Velhe,Wehle,"18°18'0""N","73°38'0""E",2021.0,7.44,245.0,0,73.0,35.0,3,3,,105.0,18.0,14.5824,32.0,2.0,0.15,,159.0,0.07
W181600074460001,2423.0,Maharashtra,Pune,Indapur,Bhadalwadi,"18°16'0""N","74°46'0""E",2021.0,7.95,1523.0,0,348.0,216.0,23,23,,380.0,68.0,51.0384,36.0,44.0,0.52,,990.0,0.71
W181810073583001,2424.0,Maharashtra,Pune,Purandhar,Narayanpur,"18°18'10""N","73°58'30""E",2021.0,7.91,501.0,0,207.0,35.0,5,13,,175.0,22.0,29.1648,32.0,7.0,0.23,,326.0,0.21
W180540074364001,2425.0,Maharashtra,Pune,Baramati,Dorlewadi,"18°5'40""N","74°36'40""E",2021.0,7.82,1082.0,0,214.0,103.0,9,32,,305.0,68.0,32.8104,92.0,2.0,0.14,,703.0,0.46
W181605074101501,2426.0,Maharashtra,Pune,Purandhar,Jejuri,"18°16'5""N","74°10'15""E",2021.0,7.95,1079.0,0,397.0,113.0,5,14,,340.0,42.0,57.1144,94.0,3.0,0.23,,701.0,0.38
W181505074050001,2427.0,Maharashtra,Pune,Purandhar,Pangre Sailar Basti,"18°15'5""N","74°5'0""E",2021.0,8.12,686.0,0,287.0,28.0,2,11,,215.0,56.0,18.228,54.0,28.0,0.2,,446.0,0.89
W181450074322001,2428.0,Maharashtra,Pune,Baramati,Undavri Kade Pathar,"18°14'50""N","74°32'20""E",2021.0,7.84,1222.0,0,311.0,131.0,13,14,,270.0,48.0,36.456,6.0,1.0,0.69,,794.0,0.32
W183800074034001,2429.0,Maharashtra,Pune,Haveli,Parne,"18°38'0""N","74°3'40""E",2021.0,8.1,1735.0,0,592.0,205.0,25,28,,600.0,144.0,58.3296,12.0,1.0,0.43,,1128.0,2.28
W191222073521001,2430.0,Maharashtra,Pune,Junnar,Junnar,"19°12'22""N","73°52'10""E",2021.0,8.05,1197.0,0,122.0,106.0,7,28,,105.0,28.0,8.5064,4.0,0.0,0.23,,778.0,0.65
W183455073315501,2431.0,Maharashtra,Pune,Mulshi,Kolwan,"18°34'55""N","73°31'55""E",2021.0,7.81,436.0,0,189.0,28.0,3,5,,180.0,24.0,29.1648,2.45,1.0,0.67,,283.0,0.25
W182947073431201,2432.0,Maharashtra,Pune,Mulshi,Bukum,"18°29'47""N","73°43'12""E",2021.0,7.47,810.0,0,293.0,74.0,12,12,,355.0,110.0,19.4432,8.11,1.0,0.33,,527.0,0.4
W183157073311101,2433.0,Maharashtra,Pune,Mulshi,Mulshi,"18°31'57""N","73°31'11""E",2021.0,7.95,106.0,0,24.0,7.0,2,12,,35.0,6.0,4.8608,10.8,1.0,0.22,,69.0,0.44
W184530073250501,2434.0,Maharashtra,Pune,Mawal,Lonawala,"18°45'30""N","73°25'5""E",2021.0,7.66,296.0,0,92.0,28.0,4,4,,115.0,26.0,12.152,5.2,1.0,0.1,,192.0,0.16
W185410074051501,2435.0,Maharashtra,Pune,Ambegaon,Loni (Ambegaon),"18°54'10""N","74°5'15""E",2021.0,8.1,860.0,0,226.0,74.0,8,20,,285.0,46.0,41.3168,78.0,32.0,0.25,,559.0,0.39
W245032077524801,2520.0,Madhya Pradesh,Ashok Nagar,Isagarh,Isagarh,24.838,77.888,2021.0,7.7,853.0,0,151.0,119.0,85,35,BDL,130.0,14.0,23.0,130.0,5.7,0.36,30,554.0,
W243334078051701,2521.0,Madhya Pradesh,Ashok Nagar,Mungoali,Khalilpur,24.56,78.09,2021.0,7.52,618.0,0,236.0,52.0,11,25,BDL,225.0,72.0,11.0,30.0,12.4,0.28,22,402.0,
W242411078063401,2522.0,Madhya Pradesh,Ashok Nagar,Mungoali,Mungaoli,24.403,78.109,2021.0,7.88,1257.0,0,308.0,215.0,8,60,BDL,485.0,112.0,50.0,62.0,2.7,0.32,36,817.0,
W244652077481201,2523.0,Madhya Pradesh,Ashok Nagar,Isagarh,Pachlana,24.781,77.803,2021.0,8.01,610.0,0,284.0,25.0,5,20,BDL,150.0,20.0,24.0,66.0,1.8,0.48,31,397.0,
W243144078060601,2524.0,Madhya Pradesh,Ashok Nagar,Mungoali,Sahrai,24.529,78.102,2021.0,7.45,225.0,0,55.0,20.0,8,27,BDL,50.0,12.0,5.0,25.0,1.4,0.41,15,146.0,
W243653077435201,2525.0,Madhya Pradesh,Ashok Nagar,Ashok Nagar,Sankat Mochan,24.615,77.731,2021.0,7.39,723.0,0,354.0,25.0,6,20,0.1,215.0,34.0,32.0,63.0,2.0,0.43,22,470.0,
W244408077472201,2526.0,Madhya Pradesh,Ashok Nagar,Isagarh,Saraskheri,24.734,77.788,2021.0,8.07,708.0,0,348.0,17.0,5,32,BDL,250.0,60.0,24.0,44.0,1.7,0.55,28,460.0,
W242711078060001,2527.0,Madhya Pradesh,Ashok Nagar,Mungoali,Sehpura Chak,24.453,78.1,2021.0,8.27,445.0,18,183.0,12.0,5,10,BDL,135.0,24.0,18.0,36.0,1.4,0.48,19,289.0,
W243740077334801,2528.0,Madhya Pradesh,Ashok Nagar,Ashok Nagar,Semrisahabad,24.628,77.565,2021.0,8.13,608.0,0,305.0,20.0,4,15,BDL,225.0,52.0,23.0,33.0,2.0,0.12,26,395.0,
W243712077352401,2529.0,Madhya Pradesh,Ashok Nagar,Ashok Nagar,Shadora,24.622,77.565,2021.0,7.84,1055.0,0,372.0,125.0,8,25,BDL,405.0,88.0,45.0,50.0,1.7,0.32,33,686.0,
W203614085324201,2530.0,Madhya Pradesh,Ashok Nagar,Isagarh,Shankarpur,24.755,77.921,2021.0,8.12,362.0,0,55.0,42.0,5,36,BDL,70.0,18.0,6.0,23.0,17.0,0.07,20,235.0,
W214035079570801,2531.0,Madhya Pradesh,Balaghat,Waraseoni,Amai,21.676,79.952,2021.0,7.92,1006.0,0,262.0,135.0,10,65,0.045,460.0,92.0,56.0,15.0,2.8,0.96,28,654.0,
W220830080221001,2532.0,Madhya Pradesh,Balaghat,Paraswada,Bagholi,22.142,80.369,2021.0,8.05,321.0,0,122.0,17.0,15,14,BDL,100.0,28.0,7.0,22.0,6.5,0.15,22,209.0,
W220615080330502,2533.0,Madhya Pradesh,Balaghat,Baihar,Baihar1,22.104,80.551,2021.0,8.1,929.0,0,195.0,150.0,45,34,0.1,275.0,72.0,23.0,80.0,4.2,0.09,35,604.0,
W214846080110101,2534.0,Madhya Pradesh,Balaghat,Balaghat,Balaghat,21.813,80.184,2021.0,8.15,773.0,0,232.0,105.0,16,18,BDL,205.0,78.0,2.0,78.0,4.0,0.27,28,502.0,
W221100080425001,2535.0,Madhya Pradesh,Balaghat,Baihar,Bhaisanghat,22.183,80.714,2021.0,8.107,319.0,0,128.0,7.0,22,12,0.15,100.0,38.0,1.0,18.0,10.1,0.11,55,207.0,
W213305080243001,2536.0,Madhya Pradesh,Balaghat,Kirnapur,Bhanegaon,21.551,80.408,2021.0,8.433,453.0,18,201.0,12.0,5,3,BDL,180.0,46.0,16.0,19.0,2.6,0.11,38,294.0,
W220040080442301,2537.0,Madhya Pradesh,Balaghat,Birsa,Birsa,22.011,80.74,2021.0,7.982,273.0,0,122.0,12.0,10,4,0.14,80.0,20.0,7.0,23.0,2.9,0.36,45,177.0,
W213620079454501,2538.0,Madhya Pradesh,Balaghat,Khairlanji,Bonkatta,21.606,79.763,2021.0,8.08,962.0,0,323.0,122.0,20,12,0.21,275.0,52.0,35.0,93.0,2.2,0.39,22,625.0,
W215347080474302,2539.0,Madhya Pradesh,Balaghat,Birsa,Damoh2,21.896,80.795,2021.0,8.103,267.0,0,92.0,20.0,9,7,0.2,75.0,24.0,4.0,20.0,1.8,0.07,32,174.0,
W213810079471001,2540.0,Madhya Pradesh,Balaghat,Khairlanji,Garraghoda,21.634,79.79,2021.0,7.966,473.0,0,207.0,27.0,7,14,BDL,165.0,46.0,12.0,30.0,4.2,0.28,22,307.0,
W221409080521501,2541.0,Madhya Pradesh,Balaghat,Baihar,Jawaditula,22.236,80.871,2021.0,8.374,359.0,24,79.0,25.0,22,10,BDL,125.0,32.0,11.0,21.0,3.4,0.05,35,233.0,
W220133079590801,2542.0,Madhya Pradesh,Balaghat,Lalbarra,Kanjai,22.031,79.976,2021.0,7.983,594.0,0,299.0,20.0,10,3,BDL,240.0,48.0,29.0,22.0,1.9,0.42,37,386.0,
W212401081593102,2543.0,Madhya Pradesh,Balaghat,Waraseoni,Kanki,21.832,80.152,2021.0,8.313,328.0,18,128.0,10.0,5,2,BDL,100.0,32.0,5.0,26.0,1.8,0.03,23,213.0,
W215651080024801,2544.0,Madhya Pradesh,Balaghat,Lalbarra,Katang Tola,21.946,80.047,2021.0,8.32,435.0,18,104.0,37.0,12,34,BDL,170.0,52.0,10.0,17.0,3.3,0.25,30,283.0,
W214615079481203,2545.0,Madhya Pradesh,Balaghat,Katangi,Katangi,21.772,79.805,2021.0,7.872,1676.0,0,305.0,345.0,10,92,BDL,580.0,120.0,68.0,115.0,5.2,0.39,28,1089.0,
W214250079475001,2546.0,Madhya Pradesh,Balaghat,Katangi,Katedhara,21.714,79.797,2021.0,8.093,630.0,0,140.0,70.0,60,35,0.1,210.0,74.0,6.0,45.0,2.4,0.26,30,410.0,
W213604079584501,2547.0,Madhya Pradesh,Balaghat,Khairlanji,Khairlanji,21.601,79.979,2021.0,8.501,928.0,42,403.0,12.0,28,9,0.12,60.0,16.0,5.0,182.0,3.8,1.33,28,603.0,
W220730080285001,2548.0,Madhya Pradesh,Balaghat,Paraswada,Khurmundi,22.126,80.475,2021.0,8.336,608.0,30,55.0,52.0,65,69,0.22,195.0,62.0,10.0,45.0,5.1,0.24,22,395.0,
W213735080194301,2549.0,Madhya Pradesh,Balaghat,Kirnapur,Kirnapur,21.626,80.329,2021.0,8.318,906.0,30,177.0,107.0,72,22,0.12,175.0,46.0,15.0,100.0,42.6,0.15,24,589.0,
W214725079554301,2550.0,Madhya Pradesh,Balaghat,Waraseoni,Kochwahi,21.79,79.929,2021.0,8.12,498.0,0,134.0,55.0,22,34,BDL,165.0,48.0,11.0,33.0,4.1,0.2,42,324.0,
W220830080073002,2551.0,Madhya Pradesh,Balaghat,Balaghat,Lamta1,22.135,80.124,2021.0,8.105,340.0,0,92.0,12.0,45,25,BDL,115.0,36.0,6.0,21.0,3.4,0.16,31,221.0,
W215548080210701,2552.0,Madhya Pradesh,Balaghat,Baihar,Laugur,21.931,80.351,2021.0,8.413,382.0,36,116.0,15.0,5,3,0.13,125.0,42.0,5.0,26.0,3.7,0.05,25,248.0,
W215756080073001,2553.0,Madhya Pradesh,Balaghat,Balaghat,Magardarta,21.965,80.125,2021.0,8.626,463.0,30,165.0,15.0,8,3,BDL,140.0,42.0,9.0,36.0,2.7,0.92,28,301.0,
W213750079502001,2554.0,Madhya Pradesh,Balaghat,Khairlanji,Miragpur,21.631,79.839,2021.0,8.335,783.0,24,165.0,97.0,12,66,BDL,300.0,72.0,29.0,39.0,2.6,0.6,23,509.0,
W220915080402001,2555.0,Madhya Pradesh,Balaghat,Baihar,Mukki,22.154,80.672,2021.0,8.416,795.0,36,299.0,40.0,18,4,0.12,245.0,38.0,36.0,46.0,34.6,0.26,35,517.0,
W214838080024501,2556.0,Madhya Pradesh,Balaghat,Waraseoni,Newargaon,21.811,80.046,2021.0,8.52,484.0,42,165.0,12.0,5,6,BDL,180.0,44.0,17.0,23.0,4.8,0.45,36,315.0,
W221035080180301,2557.0,Madhya Pradesh,Balaghat,Paraswada,Paraswara,22.178,80.296,2021.0,7.852,448.0,0,85.0,55.0,20,55,0.54,140.0,42.0,9.0,33.0,3.8,0.2,28,291.0,
W220042080324701,2558.0,Madhya Pradesh,Balaghat,Baihar,Parsatola,22.012,80.546,2021.0,7.91,409.0,0,159.0,25.0,5,27,0.1,130.0,32.0,12.0,30.0,2.7,0.14,31,266.0,
W213650080145001,2559.0,Madhya Pradesh,Balaghat,Kirnapur,Rajegaon,21.631,80.25,2021.0,7.878,817.0,0,323.0,77.0,6,25,BDL,195.0,58.0,12.0,95.0,3.1,0.15,33,531.0,
W213952080010201,2560.0,Madhya Pradesh,Balaghat,Khairlanji,Rampalli,21.664,80.017,2021.0,8.13,581.0,0,201.0,47.0,8,47,BDL,175.0,52.0,11.0,49.0,3.1,0.06,35,378.0,
W220910080130001,2561.0,Madhya Pradesh,Balaghat,Paraswada,Rangpatbaba,22.15,80.212,2021.0,8.395,536.0,18,238.0,12.0,8,4,0.12,135.0,42.0,7.0,55.0,2.9,0.93,29,348.0,
W214218080133001,2562.0,Madhya Pradesh,Balaghat,Balaghat,Saleteka New,21.705,80.225,2021.0,7.944,628.0,0,287.0,37.0,6,6,0.1,195.0,58.0,12.0,49.0,1.9,0.14,52,408.0,
W214650080483601,2563.0,Madhya Pradesh,Balaghat,Birsa,Saletekhri,21.781,80.81,2021.0,7.843,355.0,0,43.0,40.0,18,72,0.15,95.0,34.0,2.0,35.0,2.8,0.05,39,231.0,
W215810080292501,2564.0,Madhya Pradesh,Balaghat,Baihar,Samnapur,21.969,80.49,2021.0,7.897,801.0,0,146.0,162.0,8,41,BDL,255.0,98.0,2.0,63.0,3.5,0.15,52,521.0,
W221120080561301,2565.0,Madhya Pradesh,Balaghat,Baihar,Supkhar,22.189,80.937,2021.0,8.059,450.0,0,104.0,30.0,40,49,0.1,125.0,48.0,1.0,36.0,9.8,0.05,26,293.0,
W214548080030702,2566.0,Madhya Pradesh,Balaghat,Waraseoni,Waraseoni1,21.764,80.051,2021.0,8.027,449.0,0,140.0,65.0,5,5,0.21,105.0,32.0,6.0,48.0,6.6,0.05,22,292.0,
W214832075103101,2567.0,Madhya Pradesh,Barwani,Rajpur,Balsamund,21.81,75.175,2021.0,7.86,782.0,0,415.0,27.0,5,2,BDL,140.0,26.0,18.0,113.0,2.4,0.63,20,508.0,
W215851075180901,2568.0,Madhya Pradesh,Barwani,Thikri,Baruphatak,21.978,75.3,2021.0,7.64,978.0,0,427.0,57.0,28,29,BDL,395.0,80.0,47.0,40.0,2.0,0.63,25,636.0,
W220220075000601,2569.0,Madhya Pradesh,Barwani,Thikri,Borlai,22.038,75.997,2021.0,7.61,1625.0,0,354.0,238.0,42,158,BDL,640.0,82.0,106.0,76.0,2.0,0.58,36,1056.0,
W213410075192801,2570.0,Madhya Pradesh,Barwani,Sendhawa,Chachariya,21.588,75.317,2021.0,7.45,608.0,0,177.0,42.0,38,35,BDL,235.0,52.0,26.0,22.0,2.1,0.19,25,395.0,
W215217075110501,2571.0,Madhya Pradesh,Barwani,Rajpur,Julwania,21.872,75.186,2021.0,7.73,630.0,0,311.0,25.0,10,2,BDL,165.0,40.0,16.0,65.0,1.9,1.11,20,410.0,
W214057074552401,2572.0,Madhya Pradesh,Barwani,Newali,Niwali1,21.683,74.922,2021.0,7.43,1465.0,0,421.0,188.0,28,104,BDL,505.0,122.0,49.0,102.0,2.4,0.29,33,952.0,
W214922074575501,2573.0,Madhya Pradesh,Barwani,Rajpur,Palsud,21.824,74.967,2021.0,7.65,938.0,0,238.0,106.0,65,42,BDL,280.0,68.0,27.0,83.0,3.1,0.24,28,610.0,
W215611075081001,2574.0,Madhya Pradesh,Barwani,Rajpur,Rajpur,21.936,75.136,2021.0,7.52,1167.0,0,299.0,151.0,45,57,BDL,340.0,54.0,50.0,107.0,2.9,0.33,42,759.0,
W213716077551501,2575.0,Madhya Pradesh,Betul,Athner,Athner1,21.621,77.921,2021.0,8.12,372.0,0,103.0,64.0,5,5,0.2,86.0,18.0,10.0,48.0,1.2,0.78,22,242.0,
W215137077553701,2576.0,Madhya Pradesh,Betul,Betul,Betul1,21.86,77.927,2021.0,7.65,1114.0,0,260.0,188.0,52,22,BDL,293.0,71.0,28.0,126.0,2.3,0.12,9,724.0,
W213840077381201,2577.0,Madhya Pradesh,Betul,Bhainsdehi,Bhainsdehi1,21.644,77.637,2021.0,7.54,1092.0,0,495.0,57.0,27,31,BDL,409.0,113.0,31.0,64.0,2.1,0.17,38,710.0,
W221640077521101,2578.0,Madhya Pradesh,Betul,Shahpur,Bhonra,22.278,77.87,2021.0,8.12,2200.0,0,1025.0,135.0,42,35,BDL,870.0,272.0,46.0,122.0,8.5,0.65,48,1430.0,
W220622077300001,2579.0,Madhya Pradesh,Betul,Chicholi,Chirapatala,22.106,77.495,2021.0,7.72,598.0,0,262.0,35.0,22,6,0.2,160.0,42.0,13.0,65.0,4.2,0.62,27,389.0,
W215453077445301,2580.0,Madhya Pradesh,Betul,Chicholi,Gadha,21.915,77.748,2021.0,7.24,475.0,0,177.0,42.0,17,14,BDL,145.0,38.0,12.0,42.0,2.5,1.1,40,309.0,
W215256078310701,2581.0,Madhya Pradesh,Betul,Multai,Ghatpiparia,21.882,78.519,2021.0,7.48,462.0,0,85.0,67.0,50,9,0.2,85.0,28.0,4.0,62.0,1.2,3.5,23,300.0,
W220716078001701,2582.0,Madhya Pradesh,Betul,Ghoradongri,Ghoradongri,22.121,78.003,2021.0,7.18,1286.0,0,671.0,37.0,21,12,BDL,375.0,102.0,29.0,121.0,1.6,0.42,53,836.0,
